user_id,purchase_id,debit_kind,is_trial,date_purchase,amt_payment,partner
11735,51531,Первичная покупка,1,2020-11-23,0,0
11088,51043,Первичная покупка,1,2020-03-05,0,0
11655,51890,Первичная покупка,1,2020-07-28,0,0
13745,61739,Первичная покупка,1,2020-10-12,0,0
13699,61512,Первичная покупка,0,2020-06-23,100,0
13935,61359,Первичная покупка,1,2020-01-03,0,0
12675,60840,Первичная покупка,1,2020-06-27,0,0
13719,61433,Первичная покупка,1,2020-10-19,0,0
10679,50459,Первичная покупка,1,2020-09-20,0,0
10500,50608,Первичная покупка,1,2020-05-02,0,0
13977,61636,Первичная покупка,0,2020-06-30,100,0
12604,60802,Первичная покупка,1,2020-08-14,0,0
11770,51994,Первичная покупка,1,2020-07-27,0,0
10289,50771,Первичная покупка,0,2020-02-17,100,0
13307,61035,Первичная покупка,1,2020-11-09,0,0
11616,51432,Первичная покупка,1,2020-03-14,0,0
13930,61953,Первичная покупка,1,2020-07-30,0,0
13530,61140,Первичная покупка,1,2020-08-28,0,0
13415,61350,Первичная покупка,1,2020-07-23,0,0
11963,51059,Первичная покупка,1,2020-11-26,0,0
11687,51567,Первичная покупка,1,2020-08-19,0,0
10333,50285,Первичная покупка,1,2020-02-29,0,0
10280,50335,Первичная покупка,1,2020-11-01,0,0
13318,61623,Первичная покупка,0,2020-03-19,100,0
10720,50578,Первичная покупка,1,2020-01-24,0,0
11681,51629,Первичная покупка,0,2020-06-11,100,0
12517,60412,Первичная покупка,1,2020-01-01,0,0
11641,51236,Первичная покупка,1,2020-06-07,0,0
12186,60009,Первичная покупка,1,2020-03-11,0,0
12380,60263,Первичная покупка,1,2020-04-05,0,0
11471,51832,Первичная покупка,1,2020-06-05,0,0
12966,60770,Первичная покупка,1,2020-12-15,0,0
12888,60175,Первичная покупка,1,2020-02-19,0,0
10263,50703,Первичная покупка,1,2020-02-29,0,0
13803,61218,Первичная покупка,1,2020-02-03,0,0
13076,61945,Первичная покупка,1,2020-07-26,0,0
10821,50299,Первичная покупка,1,2020-12-21,0,0
12925,60019,Первичная покупка,1,2020-05-19,0,0
10576,50911,Первичная покупка,1,2020-07-13,0,0
12277,60473,Первичная покупка,1,2020-03-13,0,0
11541,51550,Первичная покупка,1,2020-05-22,0,0
10854,50303,Первичная покупка,1,2020-10-18,0,0
11067,51894,Первичная покупка,1,2020-07-27,0,0
11387,51810,Первичная покупка,1,2020-05-14,0,0
13623,61749,Первичная покупка,1,2020-11-24,0,0
11587,51439,Первичная покупка,1,2020-12-03,0,0
13256,61352,Первичная покупка,1,2020-12-18,0,0
13051,61632,Первичная покупка,0,2020-11-16,100,0
11101,51486,Первичная покупка,1,2020-01-10,0,0
13108,61262,Первичная покупка,1,2020-08-15,0,0
11322,51625,Первичная покупка,1,2020-01-26,0,0
13206,61505,Первичная покупка,1,2020-11-05,0,0
13192,61533,Первичная покупка,1,2020-04-28,0,0
13164,61273,Первичная покупка,1,2020-06-02,0,0
12553,60833,Первичная покупка,1,2020-10-10,0,0
12214,60809,Первичная покупка,1,2020-08-18,0,0
12040,60191,Первичная покупка,0,2020-01-17,100,0
10383,50259,Первичная покупка,1,2020-01-05,0,0
12203,60183,Первичная покупка,1,2020-05-22,0,0
11695,51429,Первичная покупка,1,2020-06-12,0,0
10647,50579,Первичная покупка,1,2020-11-07,0,0
11639,51577,Первичная покупка,1,2020-01-03,0,0
10642,50705,Первичная покупка,1,2020-12-26,0,0
11473,51329,Первичная покупка,1,2020-03-30,0,0
10204,50008,Первичная покупка,1,2020-11-09,0,0
13704,61260,Первичная покупка,1,2020-12-18,0,0
12759,60587,Первичная покупка,1,2020-06-25,0,0
11694,51711,Первичная покупка,1,2020-08-12,0,0
12961,60895,Первичная покупка,1,2020-08-08,0,0
12293,60823,Первичная покупка,1,2020-09-25,0,0
10807,50342,Первичная покупка,1,2020-10-23,0,0
12835,60851,Первичная покупка,1,2020-05-13,0,0
11588,51104,Первичная покупка,0,2020-12-19,100,0
12801,60460,Первичная покупка,1,2020-11-03,0,0
13191,61130,Первичная покупка,0,2020-11-06,100,0
10336,50328,Первичная покупка,1,2020-11-17,0,0
10318,50623,Первичная покупка,1,2020-09-06,0,0
11818,51300,Первичная покупка,1,2020-10-03,0,0
12848,60595,Первичная покупка,1,2020-04-23,0,0
10580,50801,Первичная покупка,1,2020-01-20,0,0
11244,51536,Первичная покупка,1,2020-08-27,0,0
10798,50251,Первичная покупка,1,2020-06-19,0,0
12574,60986,Первичная покупка,1,2020-06-08,0,0
10709,50634,Первичная покупка,0,2020-12-13,100,0
10097,50013,Первичная покупка,1,2020-08-27,0,0
11226,51148,Первичная покупка,1,2020-07-11,0,0
12076,60945,Первичная покупка,1,2020-06-12,0,0
11311,51289,Первичная покупка,1,2020-07-21,0,0
13663,61876,Первичная покупка,0,2020-06-08,100,0
11072,51212,Первичная покупка,1,2020-09-14,0,0
13263,61703,Первичная покупка,1,2020-08-02,0,0
11166,51061,Первичная покупка,0,2020-04-04,100,0
10692,50893,Первичная покупка,0,2020-05-08,100,0
13687,61567,Первичная покупка,0,2020-04-14,100,0
12337,60078,Первичная покупка,1,2020-12-28,0,0
11284,51086,Первичная покупка,1,2020-03-12,0,0
10935,50359,Первичная покупка,1,2020-04-22,0,0
12145,60038,Первичная покупка,1,2020-03-13,0,0
10461,50062,Первичная покупка,1,2020-05-06,0,0
10332,50025,Первичная покупка,1,2020-07-26,0,0
13217,61963,Первичная покупка,1,2020-11-09,0,0
13896,61591,Первичная покупка,1,2020-11-11,0,0
10277,50473,Первичная покупка,1,2020-10-19,0,0
10671,50161,Первичная покупка,1,2020-05-12,0,0
12152,60398,Первичная покупка,1,2020-01-15,0,0
11907,51776,Первичная покупка,0,2020-12-03,100,0
10620,50111,Первичная покупка,0,2020-08-19,100,0
11171,51676,Первичная покупка,1,2020-11-09,0,0
12881,60286,Первичная покупка,1,2020-12-23,0,0
10034,50164,Первичная покупка,1,2020-05-31,0,0
13231,61106,Первичная покупка,1,2020-01-13,0,0
11055,51232,Первичная покупка,0,2020-03-02,100,0
12810,60162,Первичная покупка,1,2020-03-11,0,0
12693,60503,Первичная покупка,1,2020-12-15,0,0
11792,51011,Первичная покупка,1,2020-09-03,0,0
11789,51685,Первичная покупка,1,2020-04-20,0,0
11256,51352,Первичная покупка,1,2020-01-20,0,0
10491,50484,Первичная покупка,1,2020-04-02,0,0
10293,50823,Первичная покупка,1,2020-04-09,0,0
11233,51707,Первичная покупка,1,2020-03-24,0,0
12974,60783,Первичная покупка,1,2020-11-26,0,0
11084,51493,Первичная покупка,0,2020-03-19,100,0
12880,60596,Первичная покупка,1,2020-10-25,0,0
12995,60018,Первичная покупка,0,2020-08-26,100,0
13932,61320,Первичная покупка,0,2020-02-24,100,0
13667,61910,Первичная покупка,1,2020-08-10,0,0
12672,60281,Первичная покупка,1,2020-04-17,0,0
13149,61185,Первичная покупка,1,2020-03-06,0,0
10549,50781,Первичная покупка,1,2020-01-28,0,0
10518,50374,Первичная покупка,1,2020-03-18,0,0
13272,61098,Первичная покупка,1,2020-05-07,0,0
10539,50647,Первичная покупка,1,2020-04-15,0,0
10251,50734,Первичная покупка,1,2020-08-14,0,0
11514,51220,Первичная покупка,1,2020-03-27,0,0
13925,61019,Первичная покупка,1,2020-12-20,0,0
13646,61296,Первичная покупка,1,2020-03-07,0,0
13061,61672,Первичная покупка,1,2020-05-28,0,0
10930,50953,Первичная покупка,1,2020-08-05,0,0
10299,50557,Первичная покупка,1,2020-05-08,0,0
13226,61148,Первичная покупка,1,2020-03-09,0,0
13442,61463,Первичная покупка,0,2020-02-01,100,0
13208,61639,Первичная покупка,1,2020-07-14,0,0
13351,61920,Первичная покупка,0,2020-12-29,100,0
12361,60077,Первичная покупка,0,2020-01-28,100,0
12613,60448,Первичная покупка,1,2020-09-24,0,0
13834,61992,Первичная покупка,1,2020-04-16,0,0
13067,61894,Первичная покупка,0,2020-04-10,100,0
13588,61104,Первичная покупка,1,2020-08-17,0,0
10418,50404,Первичная покупка,1,2020-03-28,0,0
11771,51385,Первичная покупка,0,2020-02-19,100,0
12148,60442,Первичная покупка,1,2020-06-28,0,0
12166,60061,Первичная покупка,1,2020-01-28,0,0
13702,61732,Первичная покупка,1,2020-08-27,0,0
10732,50925,Первичная покупка,1,2020-07-25,0,0
11976,51367,Первичная покупка,1,2020-08-03,0,0
12526,60962,Первичная покупка,1,2020-07-08,0,0
12741,60727,Первичная покупка,1,2020-07-23,0,0
12934,60029,Первичная покупка,1,2020-11-08,0,0
12089,60603,Первичная покупка,1,2020-07-08,0,0
10909,50637,Первичная покупка,1,2020-01-30,0,0
10216,50821,Первичная покупка,1,2020-07-16,0,0
12555,60253,Первичная покупка,1,2020-08-14,0,0
11293,51823,Первичная покупка,1,2020-12-05,0,0
13827,61947,Первичная покупка,0,2020-03-27,100,0
13543,61410,Первичная покупка,1,2020-11-12,0,0
12579,60680,Первичная покупка,1,2020-01-13,0,0
13599,61143,Первичная покупка,1,2020-10-08,0,0
11468,51324,Первичная покупка,1,2020-12-21,0,0
11732,51925,Первичная покупка,1,2020-09-20,0,0
12034,60164,Первичная покупка,1,2020-11-18,0,0
12317,60584,Первичная покупка,1,2020-03-09,0,0
11785,51055,Первичная покупка,1,2020-11-30,0,0
12769,60255,Первичная покупка,0,2020-02-18,100,0
13816,61868,Первичная покупка,1,2020-09-24,0,0
12513,60310,Первичная покупка,0,2020-03-29,100,0
10822,50107,Первичная покупка,0,2020-07-01,100,0
11368,51225,Первичная покупка,1,2020-12-06,0,0
12196,60136,Первичная покупка,1,2020-09-22,0,0
11091,51886,Первичная покупка,1,2020-03-04,0,0
10852,50735,Первичная покупка,1,2020-11-03,0,0
12894,60638,Первичная покупка,1,2020-10-04,0,0
11744,51568,Первичная покупка,1,2020-09-22,0,0
11118,51452,Первичная покупка,1,2020-05-02,0,0
12783,60363,Первичная покупка,1,2020-12-23,0,0
13037,61288,Первичная покупка,1,2020-03-23,0,0
11658,51219,Первичная покупка,0,2020-10-02,100,0
12227,60141,Первичная покупка,1,2020-05-18,0,0
12017,60378,Первичная покупка,1,2020-05-07,0,0
10499,50857,Первичная покупка,1,2020-04-22,0,0
13079,61547,Первичная покупка,1,2020-05-29,0,0
11866,51914,Первичная покупка,1,2020-12-22,0,0
11026,51240,Первичная покупка,1,2020-02-14,0,0
10660,50431,Первичная покупка,1,2020-05-25,0,0
10687,50567,Первичная покупка,1,2020-02-19,0,0
13683,61830,Первичная покупка,1,2020-11-23,0,0
10239,50491,Первичная покупка,1,2020-08-03,0,0
13511,61853,Первичная покупка,1,2020-02-09,0,0
10256,50352,Первичная покупка,0,2020-05-26,100,0
10932,50320,Первичная покупка,0,2020-09-16,100,0
13923,61583,Первичная покупка,1,2020-03-12,0,0
12313,60907,Первичная покупка,1,2020-11-06,0,0
12215,60250,Первичная покупка,0,2020-07-28,100,0
11202,51812,Первичная покупка,1,2020-08-09,0,0
10429,50741,Первичная покупка,0,2020-04-28,100,0
13675,61840,Первичная покупка,1,2020-08-12,0,0
13279,61237,Первичная покупка,1,2020-09-19,0,0
13869,61683,Первичная покупка,1,2020-05-25,0,0
10341,50686,Первичная покупка,1,2020-11-22,0,0
12085,60666,Первичная покупка,1,2020-09-14,0,0
10860,50114,Первичная покупка,1,2020-11-19,0,0
11965,51929,Первичная покупка,1,2020-09-02,0,0
11860,51114,Первичная покупка,1,2020-03-12,0,0
11576,51911,Первичная покупка,1,2020-02-15,0,0
10083,50617,Первичная покупка,1,2020-10-07,0,0
11405,51942,Первичная покупка,1,2020-09-02,0,0
11930,51953,Первичная покупка,1,2020-09-08,0,0
10453,50174,Первичная покупка,1,2020-12-11,0,0
13718,61916,Первичная покупка,1,2020-02-23,0,0
11916,51291,Первичная покупка,1,2020-07-24,0,0
10610,50026,Первичная покупка,0,2020-10-06,100,0
11027,51348,Первичная покупка,1,2020-10-18,0,0
10587,50439,Первичная покупка,1,2020-02-03,0,0
10825,50652,Первичная покупка,1,2020-10-25,0,0
12734,60233,Первичная покупка,1,2020-01-09,0,0
11893,51446,Первичная покупка,1,2020-12-19,0,0
12406,60598,Первичная покупка,1,2020-12-28,0,0
13867,61222,Первичная покупка,1,2020-01-04,0,0
13290,61808,Первичная покупка,1,2020-12-27,0,0
11210,51763,Первичная покупка,0,2020-12-15,100,0
11383,51259,Первичная покупка,1,2020-11-01,0,0
13031,61643,Первичная покупка,1,2020-10-01,0,0
12154,60819,Первичная покупка,0,2020-03-27,100,0
11201,51042,Первичная покупка,1,2020-10-20,0,0
13221,61464,Первичная покупка,0,2020-06-19,100,0
12949,60135,Первичная покупка,1,2020-05-12,0,0
13493,61736,Первичная покупка,1,2020-12-29,0,0
11869,51683,Первичная покупка,1,2020-07-30,0,0
11534,51540,Первичная покупка,1,2020-11-09,0,0
12291,60719,Первичная покупка,0,2020-04-20,100,0
10431,50817,Первичная покупка,1,2020-01-24,0,0
13027,61348,Первичная покупка,1,2020-03-01,0,0
12327,60492,Первичная покупка,1,2020-05-25,0,0
13763,61345,Первичная покупка,1,2020-06-26,0,0
11123,51295,Первичная покупка,0,2020-11-04,100,0
11378,51197,Первичная покупка,1,2020-09-28,0,0
12274,60381,Первичная покупка,1,2020-11-19,0,0
10731,50064,Первичная покупка,1,2020-02-27,0,0
11808,51662,Первичная покупка,1,2020-10-15,0,0
11503,51901,Первичная покупка,1,2020-05-23,0,0
12428,60096,Первичная покупка,1,2020-10-19,0,0
10676,50203,Первичная покупка,1,2020-02-09,0,0
13789,61685,Первичная покупка,1,2020-06-22,0,0
13244,61536,Первичная покупка,0,2020-02-22,100,0
13980,61859,Первичная покупка,1,2020-04-17,0,0
13156,61474,Первичная покупка,1,2020-02-05,0,0
13556,61134,Первичная покупка,1,2020-11-07,0,0
11224,51326,Первичная покупка,1,2020-08-28,0,0
11279,51237,Первичная покупка,0,2020-08-15,100,0
10141,50231,Первичная покупка,0,2020-12-02,100,0
10051,50632,Первичная покупка,0,2020-03-03,100,0
13584,61301,Первичная покупка,0,2020-09-07,100,0
11528,51128,Первичная покупка,1,2020-02-25,0,0
13040,61191,Первичная покупка,1,2020-09-15,0,0
13091,61886,Первичная покупка,1,2020-07-03,0,0
13986,61615,Первичная покупка,1,2020-07-20,0,0
13354,61878,Первичная покупка,1,2020-12-18,0,0
11891,51864,Первичная покупка,1,2020-11-13,0,0
13636,61759,Первичная покупка,1,2020-05-24,0,0
11746,51961,Первичная покупка,1,2020-07-20,0,0
10419,50517,Первичная покупка,1,2020-03-05,0,0
12758,60411,Первичная покупка,1,2020-09-11,0,0
11989,51848,Первичная покупка,1,2020-12-11,0,0
10926,50453,Первичная покупка,1,2020-07-26,0,0
10089,50603,Первичная покупка,1,2020-02-03,0,0
10234,50709,Первичная покупка,1,2020-02-22,0,0
12696,60879,Первичная покупка,1,2020-04-12,0,0
11138,51892,Первичная покупка,1,2020-03-10,0,0
13739,61458,Первичная покупка,1,2020-12-23,0,0
13293,61823,Первичная покупка,1,2020-02-24,0,0
10450,50382,Первичная покупка,1,2020-11-03,0,0
13639,61577,Первичная покупка,1,2020-10-24,0,0
12809,60170,Первичная покупка,1,2020-11-21,0,0
13182,61917,Первичная покупка,1,2020-10-24,0,0
12092,60606,Первичная покупка,1,2020-01-23,0,0
10602,50189,Первичная покупка,1,2020-10-31,0,0
12890,60855,Первичная покупка,1,2020-07-29,0,0
11890,51855,Первичная покупка,1,2020-01-13,0,0
10768,50168,Первичная покупка,0,2020-07-04,100,0
12747,60744,Первичная покупка,0,2020-05-02,100,0
10488,50080,Первичная покупка,1,2020-03-26,0,0
13039,61402,Первичная покупка,1,2020-11-25,0,0
12248,60001,Первичная покупка,1,2020-10-17,0,0
12916,60291,Первичная покупка,1,2020-09-26,0,0
10614,50178,Первичная покупка,1,2020-09-29,0,0
12595,60276,Первичная покупка,1,2020-01-08,0,0
12071,60047,Первичная покупка,1,2020-12-24,0,0
13106,61067,Первичная покупка,1,2020-06-14,0,0
13993,61501,Первичная покупка,1,2020-05-24,0,0
12447,60270,Первичная покупка,1,2020-04-15,0,0
12190,60519,Первичная покупка,1,2020-07-13,0,0
10838,50154,Первичная покупка,1,2020-09-28,0,0
10157,50044,Первичная покупка,1,2020-07-12,0,0
10467,50257,Первичная покупка,1,2020-11-16,0,0
10201,50042,Первичная покупка,1,2020-04-20,0,0
12677,60156,Первичная покупка,1,2020-07-18,0,0
13393,61271,Первичная покупка,1,2020-01-18,0,0
13159,61338,Первичная покупка,0,2020-03-21,100,0
13219,61757,Первичная покупка,0,2020-05-11,100,0
11337,51078,Первичная покупка,1,2020-07-29,0,0
13878,61957,Первичная покупка,1,2020-08-04,0,0
12788,60725,Первичная покупка,1,2020-06-14,0,0
12088,60043,Первичная покупка,0,2020-01-13,100,0
11445,51207,Первичная покупка,1,2020-02-12,0,0
10828,50939,Первичная покупка,1,2020-09-04,0,0
11905,51321,Первичная покупка,1,2020-10-30,0,0
11058,51750,Первичная покупка,1,2020-04-11,0,0
13730,61530,Первичная покупка,1,2020-04-15,0,0
10290,50808,Первичная покупка,1,2020-08-14,0,0
13482,61151,Первичная покупка,1,2020-12-25,0,0
12945,60386,Первичная покупка,1,2020-02-24,0,0
11642,51705,Первичная покупка,1,2020-08-19,0,0
12959,60838,Первичная покупка,1,2020-12-27,0,0
